name,ttm,07/31/2019,07/31/2018,07/31/2017,07/31/2016,07/31/2015,07/31/2014,07/31/2013,07/31/2012,07/31/2011,07/31/2010,07/31/2009,07/31/2008,07/31/2007,07/31/2006,07/31/2005,07/31/2004,07/31/2003,07/31/2002,07/31/2001,07/31/2000,07/31/1999,07/31/1998,07/31/1997,07/31/1996,07/31/1995,07/31/1994,07/31/1993,07/31/1992,07/31/1991,07/31/1990,07/31/1989,07/31/1988
PretaxIncome,"14,368,000,000","14,571,000,000","13,039,000,000","12,287,000,000","12,920,000,000","11,201,000,000","9,715,000,000","11,227,000,000","10,159,000,000","7,825,000,000","9,415,000,000","7,693,000,000","10,255,000,000","9,461,000,000","7,633,000,000","8,036,000,000","6,992,000,000","5,013,000,000","2,710,000,000","-874,000,000","4,343,000,000","3,316,000,000","2,302,466,000","1,888,872,000","1,464,825,000","679,046,000","509,500,000","275,200,000","136,100,000","70,800,000","23,500,000","7,000,000","700,000"
TaxProvision,"3,584,000,000","2,950,000,000","12,929,000,000","2,678,000,000","2,181,000,000","2,220,000,000","1,862,000,000","1,244,000,000","2,118,000,000","1,335,000,000","1,648,000,000","1,559,000,000","2,203,000,000","2,128,000,000","2,053,000,000","2,295,000,000","2,024,000,000","1,435,000,000","817,000,000","140,000,000","1,675,000,000","1,220,000,000","952,394,000","840,193,000","551,501,000","258,038,000","194,600,000","103,200,000","51,700,000","27,600,000","9,600,000","2,800,000","300,000"
NetIncomeContinuousOperations,"10,784,000,000","11,621,000,000","110,000,000","9,609,000,000","10,739,000,000","8,981,000,000","7,853,000,000","9,983,000,000","8,041,000,000","6,490,000,000","7,767,000,000","6,134,000,000","8,052,000,000","7,333,000,000","5,580,000,000","5,741,000,000","4,968,000,000","3,578,000,000","1,893,000,000","-1,014,000,000","2,668,000,000","2,096,000,000","1,350,072,000","1,048,679,000","913,324,000","421,008,000","314,900,000","172,000,000","84,400,000","43,200,000","13,900,000","4,200,000","400,000"
NetIncome,"10,784,000,000","11,621,000,000","110,000,000","9,609,000,000","10,739,000,000","8,981,000,000","7,853,000,000","9,983,000,000","8,041,000,000","6,490,000,000","7,767,000,000","6,134,000,000","8,052,000,000","7,333,000,000","5,580,000,000","5,741,000,000","4,401,000,000","3,578,000,000","1,893,000,000","-1,014,000,000","2,668,000,000","2,096,000,000","1,350,072,000","1,048,679,000","913,324,000","421,008,000","314,900,000","172,000,000","84,400,000","43,200,000","13,900,000","4,200,000","400,000"
NetIncomeCommonStockholders,"10,784,000,000","11,621,000,000","110,000,000","9,609,000,000","10,739,000,000","8,981,000,000","7,853,000,000","9,983,000,000","8,041,000,000","6,490,000,000","7,767,000,000","6,134,000,000","8,052,000,000","7,333,000,000","5,580,000,000","5,741,000,000","4,401,000,000","3,578,000,000","1,893,000,000","-1,014,000,000","2,668,000,000","2,096,000,000","1,350,072,000","1,048,679,000","913,324,000","421,008,000","314,900,000","172,000,000","84,400,000","43,200,000","13,900,000","4,200,000","400,000"
BasicEPS,,"2.63","0.02","1.92","2.13","1.76","1.5","1.87","1.5","1.17","1.36","1.05","1.35","1.21","0.91","0.88","0.64","0.5","0.26","-0.14","0.39","0.325","0.22","0.169","0.152","0.084","0.07","0.04","0.02","0.01","0.01","0.01","0.01"
DilutedEPS,,"2.61","0.02","1.9","2.11","1.75","1.49","1.86","1.49","1.17","1.33","1.05","1.31","1.17","0.89","0.87","0.62","0.5","0.25","-0.14","0.36","0.31","0.21","0.169","0.152","0.084","0.06","0.04","0.02","0.01","0.01","0.01","0.01"
BasicAverageShares,,"4,419,000,000","4,837,000,000","5,010,000,000","5,053,000,000","5,104,000,000","5,234,000,000","5,329,000,000","5,370,000,000","5,529,000,000","5,732,000,000","5,828,000,000","5,986,000,000","6,055,000,000","6,158,000,000","6,487,000,000","6,840,000,000","7,124,000,000","7,301,000,000","7,196,000,000","6,917,000,000","6,426,000,000","6,135,475,999","6,203,871,000","5,999,274,000","4,991,364,000","4,498,571,429","4,300,000,000","4,220,000,000","4,320,000,000","3,851,316,000","3,851,316,000","40,000,000"
DilutedAverageShares,,"4,453,000,000","4,881,000,000","5,049,000,000","5,088,000,000","5,146,000,000","5,281,000,000","5,380,000,000","5,404,000,000","5,563,000,000","5,848,000,000","5,857,000,000","6,163,000,000","6,265,000,000","6,272,000,000","6,612,000,000","7,057,000,000","7,223,000,000","7,447,000,000","7,196,000,000","7,438,000,000","6,796,000,000","6,432,691,999","6,203,871,000","5,999,274,000","4,991,364,000","5,248,333,333","4,300,000,000","4,220,000,000","4,320,000,000","3,851,316,000","3,851,316,000","40,000,000"
Ebitda,,"17,327,000,000","16,174,000,000","15,434,000,000","15,746,000,000","14,209,000,000","12,711,000,000","14,161,000,000","13,357,000,000","10,939,000,000","12,068,000,000","9,807,000,000","12,318,000,000","11,251,000,000","9,074,000,000","8,451,000,000","7,738,000,000","6,477,000,000","4,941,000,000","2,257,000,000","5,471,000,000","3,941,000,000","3,025,382,000","2,347,891,000","1,533,400,000","797,209,000","518,900,000","277,200,000","136,100,000","69,200,000","22,500,000","7,000,000","600,000"
