name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999
	PurchaseOfInvestment,"-11,831,000,000","-3,986,000,000","-5,769,000,000","-8,751,758,051.104","-15,966,510,276.594",,,,,,"-27,420,165,819.738","-19,446,376,811.594","-2,065,000,000","-2,062,000,000",,"-1,893,000,000",,,,,,
	SaleOfInvestment,"4,697,000,000","3,913,000,000","1,361,000,000","15,313,780,040.859","53,097,701,262.245",,,,,,,,"1,573,000,000","6,058,000,000","4,704,000,000",,"601,000,000","1,869,000,000","1,559,000,000",,,
	NetOtherInvestingChanges,,,,"-1,026,599.185","-981,527.65","-1,011,695.196","1,011,296.178","1,126,798.652","1,095,398.232",,,"966,183.575",,,,"1,500,000,000","-882,000,000","427,000,000","718,000,000","-3,707,000,000","-10,840,000,000","2,699,000,000"
	InvestingCashFlow,"-8,752,000,000","-1,558,000,000","-6,132,000,000","5,235,655,842.889","35,656,936,455.9","-8,539,719,153.413","2,625,324,878.897","6,148,940,245.867","-16,245,851,179.196","20,589,954,202.042","-27,491,842,738.7","-19,867,632,850.242","-1,563,000,000","2,429,000,000","3,642,000,000","-1,833,000,000","-1,288,000,000","1,186,000,000","1,000,000,000","-4,697,000,000","-11,856,000,000","928,000,000"
CashFlowFromContinuingFinancingActivities,"-945,000,000","-25,614,000,000","191,000,000","27,315,751,111.294","-954,044,875.444","-6,673,141,515.924","2,129,789,751.525","-53,584,909,912.448","-41,671,139,542.781","2,837,135,661.839","1,887,135,597.753","-52,350,724,637.681","-5,183,000,000","65,104,000,000","38,921,000,000","49,128,000,000","34,912,000,000","-10,756,000,000","-23,512,000,000","10,925,000,000","-980,000,000","8,862,000,000"
	RepaymentOfDebt,"-89,880,000,000","-69,401,000,000","-44,344,000,000","-44,450,718,106.13","-33,259,064,407.844","-44,738,173,283.153","-34,596,442,260.045","-77,697,274,274.06","-59,147,122,936.544","-66,546,238,935.702","-82,906,659,534.635","-62,825,120,772.947","-86,642,000,000","-55,062,000,000","-49,190,000,000","-23,181,000,000","-21,660,000,000","-10,980,000,000","-10,797,000,000","-11,151,000,000","-15,267,000,000","-4,466,000,000"
	CommonStockIssuance,,,,,,,,"1,126,798.652",,,,"4,250,241,545.894",,,,,,,,,,
	RepurchaseOfCapitalStock,"-1,397,000,000","-1,559,000,000","-1,431,000,000","-749,417,404.963","-1,224,946,506.743","-854,882,441.018","-701,839,547.748","-384,238,340.451","-1,269,566,550.92",,"-1,374,699,117.411",,,,,,,,,,,
	CashDividendsPaid,"-1,308,000,000","-2,544,000,000","-2,440,000,000","-2,288,289,583.098","-3,105,553,483.442","-2,792,278,742.261","-1,059,838,394.871","-2,229,934,532.998","-415,155,929.938",,,"0",,"-3,772,000,000","-2,637,000,000","-2,363,000,000","-2,459,000,000","-2,078,000,000","-273,000,000","-278,000,000","-2,434,000,000","-1,314,000,000"
	NetOtherFinancingCharges,"-6,000,000","-8,000,000","-32,000,000","-801,773,963.391","-1,345,674,407.648","-156,812,755.453","-1,011,296.178","-6,760,791.914","-314,379,292.592","-793,760,426.739","-3,868,414,014.442","-58,570,048,309.179","1,053,000,000","419,000,000","-306,000,000","18,432,000,000","18,534,000,000","-11,277,000,000","-20,792,000,000","14,987,000,000","7,891,000,000","7,811,000,000"
	CashFlowFromContinuingFinancingActivities,"-945,000,000","-25,614,000,000","191,000,000","27,315,751,111.294","-954,044,875.444","-6,673,141,515.924","2,129,789,751.525","-53,584,909,912.448","-41,671,139,542.781","2,837,135,661.839","1,887,135,597.753","-52,350,724,637.681","-5,183,000,000","65,104,000,000","38,921,000,000","49,128,000,000","34,912,000,000","-10,756,000,000","-23,512,000,000","10,925,000,000","-980,000,000","8,862,000,000"
ChangeInCashSupplementalAsReported,"49,140,000,000","-7,467,000,000","22,971,000,000","-19,713,784,147.255","18,550,872,578.081","-13,829,873,335.761","21,959,285,215.861","10,731,630,364.97","14,794,448,521.76","6,033,429,321.319","-25,836,854,774.004","-14,223,188,405.797","65,232,000,000","22,292,000,000","38,699,000,000","-812,000,000","9,177,000,000","-6,826,000,000","-24,223,000,000","13,997,000,000","-5,588,000,000","11,586,000,000"
BeginningCashPosition,"115,417,000,000","126,079,000,000","104,834,000,000","124,360,172,058.023","101,140,535,128.875","118,080,004,856.137","106,455,103,506.164","111,674,760,836.986","93,779,233,440.317","84,937,678,649.226","176,488,900,775.608","173,617,391,304.348","139,070,000,000","120,072,000,000","74,700,000,000","66,285,000,000","64,282,000,000","66,410,000,000","84,183,000,000","56,349,000,000","63,371,000,000","52,542,000,000"
EndCashPosition,"164,557,000,000","119,873,000,000","126,079,000,000","104,918,436,694.761","118,900,296,421.35","104,249,119,825.179","128,414,388,722.025","122,406,391,201.956","108,573,681,962.077","90,971,107,970.545","150,652,046,001.605","159,394,202,898.551","167,574,000,000","131,555,000,000","111,662,000,000","69,292,000,000","72,537,000,000","59,162,000,000","59,625,000,000","70,162,000,000","57,852,000,000","64,220,000,000"
FreeCashFlow,"57,204,000,000","18,121,000,000","27,225,000,000","-53,900,563,602.953","-17,897,175,163.424","1,282,829,509.125","6,558,255,716.352","59,820,613,654.546","72,221,796,234.021","-16,332,125,514.032","12,219,309,975.929","51,828,985,507.246","70,907,000,000","-46,808,000,000","-4,927,000,000","-49,547,000,000","-25,454,000,000","1,635,000,000","-2,989,000,000","6,779,000,000","6,231,000,000","24,000,000"
	OperatingCashFlow,"58,837,000,000","19,705,000,000","28,913,000,000","-52,265,191,101.438","-16,153,000,530.025","3,145,360,365.829","8,494,887,897.819","61,213,336,788.849","73,446,451,457.427","-15,132,452,794.1","12,798,074,351.431","52,654,106,280.193","71,978,000,000","-45,241,000,000","-3,865,000,000","-48,107,000,000","-24,447,000,000","2,745,000,000","-1,712,000,000","7,769,000,000","7,247,000,000","1,795,000,000"
	CapitalExpenditure,"-1,633,000,000","-1,584,000,000","-1,688,000,000","-1,635,372,501.514","-1,744,174,633.399","-1,862,530,856.703","-1,936,632,181.467","-1,392,723,134.303","-1,224,655,223.406","-1,199,672,719.931","-578,764,375.501","-825,120,772.947","-1,071,000,000","-1,567,000,000","-1,062,000,000","-1,440,000,000","-1,007,000,000","-1,110,000,000","-1,277,000,000","-990,000,000","-1,016,000,000","-1,771,000,000"
	FreeCashFlow,"57,204,000,000","18,121,000,000","27,225,000,000","-53,900,563,602.953","-17,897,175,163.424","1,282,829,509.125","6,558,255,716.352","59,820,613,654.546","72,221,796,234.021","-16,332,125,514.032","12,219,309,975.929","51,828,985,507.246","70,907,000,000","-46,808,000,000","-4,927,000,000","-49,547,000,000","-25,454,000,000","1,635,000,000","-2,989,000,000","6,779,000,000","6,231,000,000","24,000,000"
