name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,03/31/2007,03/31/2006,03/31/2005,03/31/2004,03/31/2003,03/31/2002,03/31/2001,03/31/2000,03/31/1999,03/31/1998,03/31/1997,03/31/1996,03/31/1995,03/31/1994,03/31/1993,03/31/1992,03/31/1991,03/31/1990,03/31/1989,03/31/1988,03/31/1987,03/31/1986
	OperatingCashFlow,"2,134,500,000","1,803,700,000","2,341,700,000","2,064,800,000","2,047,200,000","2,008,500,000","1,014,800,000","1,106,563,000","949,018,000","720,424,000","931,404,000","605,075,000","384,447,000","390,192,000","416,561,000","203,711,000","225,578,000","313,143,000","346,471,000","67,017,000","119,216,000","163,400,000","52,700,000","46,500,000","75,600,000","136,500,000","35,600,000","68,300,000","45,400,000","39,300,000","19,000,000",,,,
InvestingCashFlow,"-595,400,000","-525,400,000","-1,210,400,000","-905,400,000","-7,620,700,000","-1,569,700,000","-800,300,000","-1,868,814,000","-364,242,000","-332,041,000","-725,410,000","-334,998,000","-152,830,000","-730,735,000","195,092,000","-174,891,000","-250,326,000","16,268,000","-407,426,000","70,589,000","-72,800,000","-52,900,000","-36,300,000","-59,200,000","-7,300,000","-65,200,000","-43,400,000","-23,100,000","-22,900,000","-18,800,000","-23,700,000",,,,
	CapitalExpenditure,"-448,000,000","-406,000,000","-1,195,600,000","-896,200,000","-750,600,000","-871,700,000","-754,400,000","-334,580,000","-305,325,000","-279,848,000","-192,792,000","-154,402,000","-165,113,000","-161,851,000","-103,689,000","-90,746,000","-118,451,000","-32,595,000","-20,621,000","-24,651,000","-28,788,000","-16,700,000","-28,900,000","-26,900,000","-31,400,000","-17,500,000","-20,200,000","-12,300,000","-10,000,000","-5,300,000","-5,300,000",,,,
	PurchaseOfBusiness,,"-148,700,000","-65,900,000","-167,000,000","-6,610,500,000","-693,100,000","-50,000,000","-1,261,853,000","0","-80,510,000","-562,765,000","-236,661,000","0",,,,,,,,,,,,,,,,,,,,,,
	PurchaseOfInvestment,"-71,600,000","-25,800,000","-63,400,000","-96,500,000","-30,200,000","-62,100,000","-19,900,000","-19,346,000","-9,884,000","-10,024,000","-7,520,000","0","-18,032,000","-655,948,000","-686,569,000","-780,806,000","-793,539,000","-821,902,000","-819,038,000","-104,029,000","-200,939,000","-79,800,000","-16,800,000","-23,200,000","-27,200,000","-58,500,000","-12,900,000",,,,,,,,
	SaleOfInvestment,"37,600,000","27,100,000","85,200,000","96,600,000","21,500,000","33,100,000","20,200,000","10,600,000","8,061,000",,"4,566,000","15,724,000","65,712,000","848,520,000","991,060,000","693,289,000","640,511,000","871,904,000","426,045,000","141,782,000","180,706,000","50,200,000","17,300,000","18,100,000","68,800,000","25,500,000",,,,,,,,,
	NetOtherInvestingChanges,"28,200,000","28,000,000","29,300,000","157,700,000","-250,900,000","21,800,000","-5,100,000","-288,885,000","-73,432,000","38,341,000","28,154,000","-8,883,000","-35,397,000","-407,000","-5,710,000","3,372,000","9,153,000","-1,169,000","1,340,000","57,487,000","-23,779,000","-6,600,000","-7,900,000","-27,200,000","-17,500,000","-14,700,000","-10,300,000","-10,800,000","-12,900,000","-13,500,000","-18,400,000",,,,
	InvestingCashFlow,"-595,400,000","-525,400,000","-1,210,400,000","-905,400,000","-7,620,700,000","-1,569,700,000","-800,300,000","-1,868,814,000","-364,242,000","-332,041,000","-725,410,000","-334,998,000","-152,830,000","-730,735,000","195,092,000","-174,891,000","-250,326,000","16,268,000","-407,426,000","70,589,000","-72,800,000","-52,900,000","-36,300,000","-59,200,000","-7,300,000","-65,200,000","-43,400,000","-23,100,000","-22,900,000","-18,800,000","-23,700,000",,,,
CashFlowFromContinuingFinancingActivities,"-1,153,700,000","-1,169,000,000","-1,090,900,000","-1,893,100,000","5,344,600,000","604,800,000","-267,400,000","692,914,000","-611,516,000","-644,996,000","100,350,000","-454,428,000","-166,936,000","1,442,816,000","-599,262,000","-2,571,000","-132,441,000","-231,299,000","-7,438,000","-111,916,000","-32,772,000","-24,400,000","-38,700,000","-38,200,000","-18,500,000","-19,600,000","-14,900,000","-7,300,000","-5,800,000","-4,900,000","-3,300,000",,,,
	RepaymentOfDebt,"-1,141,300,000","-1,108,500,000","-3,165,200,000","-2,232,700,000","-6,296,300,000","-4,484,100,000","-2,295,800,000","-3,480,289,000","-1,990,796,000","-1,644,198,000","-2,144,486,000","-350,032,000","-685,709,000",,,,,,,,,,,,,,,,,,,,,,
	CommonStockIssuance,,,,,,,,,,,,"0",,"752,862,000","56,889,000","10,068,000","26,671,000","30,434,000","20,852,000","5,671,000","3,587,000","10,100,000","2,400,000","1,100,000","1,800,000","3,000,000","1,400,000","9,600,000","2,700,000","600,000","500,000",,,,
	RepurchaseOfCapitalStock,,,"-432,000,000","-500,200,000","0","-67,500,000","0","-999,999,000","-999,893,000","-349,998,000",,,,,"-1,257,867,000",,"-133,088,000","-240,541,000",,"-91,456,000",,,"-2,500,000",,,,,,,,,,,,
	CashDividendsPaid,,,,,,,,,"0","0","-139,035,000","-139,035,000","-137,495,000","-50,751,000","-49,772,000","-32,261,000","-26,024,000","-21,192,000","-20,195,000","-20,144,000","-20,663,000","-19,800,000","-19,500,000","-19,500,000","-17,500,000","-22,200,000","-11,000,000","-8,500,000","-7,400,000","-5,400,000","-3,700,000",,,,
	NetOtherFinancingCharges,"-58,800,000","-74,200,000","-45,000,000","-51,200,000","-165,900,000","-122,100,000","-152,600,000","-19,104,000","17,507,000","-160,924,000",,,"-15,074,000","392,000","-36,450,000",,,,,,,,"100,000",,"100,000","100,000","-1,000,000",,,,,,,,
	CashFlowFromContinuingFinancingActivities,"-1,153,700,000","-1,169,000,000","-1,090,900,000","-1,893,100,000","5,344,600,000","604,800,000","-267,400,000","692,914,000","-611,516,000","-644,996,000","100,350,000","-454,428,000","-166,936,000","1,442,816,000","-599,262,000","-2,571,000","-132,441,000","-231,299,000","-7,438,000","-111,916,000","-32,772,000","-24,400,000","-38,700,000","-38,200,000","-18,500,000","-19,600,000","-14,900,000","-7,300,000","-5,800,000","-4,900,000","-3,300,000",,,,
ChangeInCashSupplementalAsReported,"357,000,000","101,800,000","19,400,000","-706,700,000","-237,200,000","1,010,500,000","-65,800,000","-58,676,000","-25,087,000","-286,996,000","281,536,000","-176,631,000","72,945,000","1,102,241,000","12,391,000","26,249,000","-157,189,000","98,112,000","-68,393,000","25,690,000","13,644,000","86,100,000","-22,400,000","-50,800,000","49,700,000","51,800,000","-22,700,000","37,900,000","16,700,000","15,600,000","-7,900,000",,,,
BeginningCashPosition,"230,900,000","389,300,000","369,900,000","998,800,000","1,236,000,000","225,500,000","291,300,000","349,969,000","375,056,000","662,052,000","380,516,000","557,147,000","484,202,000","150,124,000","137,733,000","111,484,000","258,902,000","160,790,000","229,183,000","203,493,000","189,849,000","103,800,000","126,200,000","177,000,000","127,300,000","75,500,000","98,200,000","60,300,000","43,600,000","21,900,000","29,900,000",,,,
EndCashPosition,"616,300,000","491,100,000","389,300,000","292,100,000","998,800,000","1,236,000,000","225,500,000","291,293,000","349,969,000","375,056,000","662,052,000","380,516,000","557,147,000","1,252,365,000","150,124,000","137,733,000","101,713,000","258,902,000","160,790,000","229,183,000","203,493,000","0","0","0","0","0","0","0","0","0","0",,,,
FreeCashFlow,"1,686,500,000","1,397,700,000","1,146,100,000","1,168,600,000","1,296,600,000","1,136,800,000","260,400,000","771,983,000","643,693,000","440,576,000","738,612,000","450,673,000","219,334,000","228,341,000","312,872,000","112,965,000","107,127,000","280,548,000","325,850,000","42,366,000","90,428,000","146,700,000","23,800,000","19,600,000","44,200,000","119,000,000","15,400,000","56,000,000","35,400,000","34,000,000","13,700,000",,,,
	OperatingCashFlow,"2,134,500,000","1,803,700,000","2,341,700,000","2,064,800,000","2,047,200,000","2,008,500,000","1,014,800,000","1,106,563,000","949,018,000","720,424,000","931,404,000","605,075,000","384,447,000","390,192,000","416,561,000","203,711,000","225,578,000","313,143,000","346,471,000","67,017,000","119,216,000","163,400,000","52,700,000","46,500,000","75,600,000","136,500,000","35,600,000","68,300,000","45,400,000","39,300,000","19,000,000",,,,
	CapitalExpenditure,"-448,000,000","-406,000,000","-1,195,600,000","-896,200,000","-750,600,000","-871,700,000","-754,400,000","-334,580,000","-305,325,000","-279,848,000","-192,792,000","-154,402,000","-165,113,000","-161,851,000","-103,689,000","-90,746,000","-118,451,000","-32,595,000","-20,621,000","-24,651,000","-28,788,000","-16,700,000","-28,900,000","-26,900,000","-31,400,000","-17,500,000","-20,200,000","-12,300,000","-10,000,000","-5,300,000","-5,300,000",,,,
	FreeCashFlow,"1,686,500,000","1,397,700,000","1,146,100,000","1,168,600,000","1,296,600,000","1,136,800,000","260,400,000","771,983,000","643,693,000","440,576,000","738,612,000","450,673,000","219,334,000","228,341,000","312,872,000","112,965,000","107,127,000","280,548,000","325,850,000","42,366,000","90,428,000","146,700,000","23,800,000","19,600,000","44,200,000","119,000,000","15,400,000","56,000,000","35,400,000","34,000,000","13,700,000",,,,
