name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998
	NetOtherInvestingChanges,"-84,000,000","-57,000,000","-30,000,000","-41,000,000","-149,000,000","-81,000,000","-58,000,000","-22,000,000","-39,000,000",,"69,000,000","-81,000,000","-34,000,000","3,891,000,000","-307,000,000","-185,000,000","-258,000,000","-63,000,000","-2,072,000,000","-3,623,000,000","-1,633,000,000","-218,000,000","8,720,930.233"
	InvestingCashFlow,"-13,646,000,000","-2,226,000,000","-5,591,000,000","-3,119,000,000","-3,441,000,000","-10,784,000,000","881,000,000","-3,352,000,000","-5,675,000,000","-792,000,000","-15,756,000,000","-14,219,000,000","-10,367,000,000","-6,244,000,000","-6,575,000,000","-7,482,000,000","-3,219,000,000","-1,298,000,000","-3,182,000,000","-2,821,000,000","-131,000,000","-1,897,000,000","-949,854,651.163"
CashFlowFromContinuingFinancingActivities,"-5,020,000,000","-16,884,000,000","-4,244,000,000","-7,733,000,000","-5,314,000,000","-9,176,000,000","-8,147,000,000","-8,769,000,000","-6,675,000,000","-15,024,000,000","4,116,000,000","2,809,000,000","-2,573,000,000","-9,318,000,000","-4,970,000,000","-266,000,000","-3,124,000,000","-5,764,000,000","-4,726,000,000","-214,000,000","-2,900,000,000","-2,717,000,000","-4,551,598,837.209"
	RepaymentOfDebt,"-2,513,000,000","-3,468,000,000","-366,000,000","-188,000,000","-1,696,000,000","-3,086,000,000","-2,599,000,000","-2,022,000,000","-704,000,000","-3,082,000,000","-5,000,000","-22,000,000",,"-59,000,000",,,,,,,,,
	CommonStockIssuance,,,,,,,,,"414,000,000","163,000,000","730,000,000","724,000,000","2,875,000,000","1,849,000,000","254,000,000","67,000,000","60,000,000",,,"2,448,000,000",,,"1,453,488.372"
	RepurchaseOfCapitalStock,"-3,093,000,000","-5,533,000,000","-2,036,000,000","-5,490,000,000","-1,109,000,000","-6,071,000,000","-6,915,000,000","-2,930,000,000","-505,000,000","-3,628,000,000","-311,000,000","-461,000,000","-3,348,000,000","-6,448,000,000",,"-231,000,000","-1,874,000,000","-3,731,000,000","-3,676,000,000","-2,322,000,000","-710,000,000","-1,207,000,000","-15,261,627.907"
	CashDividendsPaid,"-6,987,000,000","-6,645,000,000","-6,966,000,000","-6,495,000,000","-6,475,000,000","-6,643,000,000","-6,810,000,000","-6,100,000,000","-6,030,000,000","-5,368,000,000","-4,582,000,000","-3,993,000,000","-3,345,000,000",,"-2,049,000,000","-2,139,000,000","-1,993,000,000","-1,724,000,000","-1,639,000,000","-1,324,000,000","-1,259,000,000","-1,217,000,000",
	NetOtherFinancingCharges,"-158,000,000","50,000,000","-113,000,000","10,000,000","1,000,000","-4,000,000","-140,000,000","-99,000,000","-92,000,000","-3,390,000,000",,"-491,000,000","-50,000,000","-4,671,000,000","-267,000,000",,,,,"-1,000,000",,,"-4,537,790,697.674"
	CashFlowFromContinuingFinancingActivities,"-5,020,000,000","-16,884,000,000","-4,244,000,000","-7,733,000,000","-5,314,000,000","-9,176,000,000","-8,147,000,000","-8,769,000,000","-6,675,000,000","-15,024,000,000","4,116,000,000","2,809,000,000","-2,573,000,000","-9,318,000,000","-4,970,000,000","-266,000,000","-3,124,000,000","-5,764,000,000","-4,726,000,000","-214,000,000","-2,900,000,000","-2,717,000,000","-4,551,598,837.209"
ChangeInCashSupplementalAsReported,"-4,074,000,000","-2,159,000,000","4,411,000,000","1,853,000,000","2,333,000,000","-8,349,000,000","6,336,000,000","1,135,000,000","1,843,000,000","-1,610,000,000","2,425,000,000","856,000,000","-3,322,000,000","1,545,000,000","-2,502,000,000","238,000,000","437,000,000","-152,000,000","-2,149,000,000","1,415,000,000","1,537,000,000","-233,000,000","-1,246,366,279.07"
BeginningCashPosition,"9,991,000,000","13,271,000,000","8,860,000,000","7,007,000,000","4,674,000,000","13,023,000,000","6,687,000,000","5,552,000,000","3,709,000,000","5,319,000,000","2,894,000,000","2,038,000,000","5,360,000,000","3,815,000,000","6,317,000,000","6,083,000,000","5,646,000,000","5,798,000,000","7,962,000,000","5,313,000,000","3,831,000,000","4,183,000,000","6,306,686,046.512"
EndCashPosition,"5,848,000,000","11,112,000,000","13,271,000,000","8,860,000,000","7,007,000,000","4,674,000,000","13,023,000,000","6,687,000,000","5,552,000,000","3,709,000,000","5,319,000,000","2,894,000,000","2,038,000,000","5,360,000,000","3,815,000,000","6,321,000,000","6,083,000,000","5,646,000,000","5,813,000,000","6,727,000,000","5,368,000,000","3,950,000,000","5,060,319,767.442"
FreeCashFlow,"12,458,000,000","11,368,000,000","10,917,000,000","9,875,000,000","8,596,000,000","8,392,000,000","10,493,000,000","9,603,000,000","11,126,000,000","11,922,000,000","11,835,000,000","9,458,000,000","7,348,000,000","6,077,000,000","6,696,000,000","6,892,000,000","5,456,000,000","5,323,000,000","4,644,000,000","3,616,000,000","3,816,000,000","3,473,000,000","3,148,255,813.953"
	OperatingCashFlow,"14,591,000,000","13,625,000,000","14,272,000,000","12,621,000,000","11,475,000,000","11,897,000,000","13,897,000,000","13,174,000,000","14,194,000,000","14,309,000,000","14,067,000,000","12,191,000,000","9,664,000,000","9,210,000,000","9,018,000,000","8,080,000,000","6,725,000,000","6,652,000,000","5,830,000,000","4,431,000,000","4,641,000,000","4,335,000,000","4,277,616,279.07"
	CapitalExpenditure,"-2,133,000,000","-2,257,000,000","-3,355,000,000","-2,746,000,000","-2,879,000,000","-3,505,000,000","-3,404,000,000","-3,571,000,000","-3,068,000,000","-2,387,000,000","-2,232,000,000","-2,733,000,000","-2,316,000,000","-3,133,000,000","-2,322,000,000","-1,188,000,000","-1,269,000,000","-1,329,000,000","-1,186,000,000","-815,000,000","-825,000,000","-862,000,000","-1,129,360,465.116"
	FreeCashFlow,"12,458,000,000","11,368,000,000","10,917,000,000","9,875,000,000","8,596,000,000","8,392,000,000","10,493,000,000","9,603,000,000","11,126,000,000","11,922,000,000","11,835,000,000","9,458,000,000","7,348,000,000","6,077,000,000","6,696,000,000","6,892,000,000","5,456,000,000","5,323,000,000","4,644,000,000","3,616,000,000","3,816,000,000","3,473,000,000","3,148,255,813.953"
