name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,06/30/2015,06/30/2014,06/30/2013,06/30/2012,06/30/2011,06/30/2010,06/30/2009,06/30/2008,06/30/2007,06/30/2006,06/30/2005,06/30/2004,06/30/2003,06/30/2002,06/30/2001,06/30/2000,06/30/1999,06/30/1998,06/30/1997,06/30/1996,06/30/1995,06/30/1994,06/30/1993,06/30/1992
	OtherNonCashItems,"13,000,000","48,500,000","1,800,000","35,900,000","39,800,000","22,100,000","47,000,000","2,800,000","401,613,000","339,197,000","19,000,000","279,000","21,601,000","19,239,000","17,268,000",,,,,"1,342,000","56,000","100,000","100,000",,"-100,000","100,000",,"100,000","100,000"
	OperatingCashFlow,"465,100,000","387,800,000","593,000,000","698,900,000","654,900,000","1,198,300,000","693,500,000","553,800,000","513,376,000","373,961,000","314,173,000","258,345,000","248,307,000","128,923,000","126,531,000","77,644,000","118,527,000","80,234,000","104,192,000","68,219,000","117,813,000","-15,400,000","22,300,000","86,500,000","72,900,000","42,400,000","60,700,000","31,900,000","19,200,000"
InvestingCashFlow,"-901,000,000","-596,100,000","-126,800,000","2,338,100,000","-175,000,000","-2,646,900,000","-1,704,800,000","-947,800,000","-684,132,000","-110,567,000","-917,976,000","-146,371,000","-121,238,000","-125,434,000","-48,708,000","-649,418,000","-53,154,000","-33,276,000","-13,765,000","-72,536,000","20,526,000","-24,700,000","-88,500,000","-24,800,000","-23,400,000","-71,200,000","-61,800,000","-68,000,000","-60,200,000"
	CapitalExpenditure,"-150,400,000","-137,700,000","-102,600,000","-88,600,000","-106,200,000","-137,000,000","-171,600,000","-104,100,000","-120,192,000","-99,443,000","-55,892,000","-59,238,000","-57,225,000","-104,552,000","-36,427,000","-32,386,000","-28,294,000","-32,296,000","-27,528,000","-26,804,000","-14,364,000","-32,300,000","-85,400,000","-23,000,000","-17,600,000","-38,600,000","-62,300,000","-67,500,000","-59,600,000"
	PurchaseOfBusiness,"-759,000,000","-747,700,000","0","-400,000","-427,400,000","-2,181,800,000","-1,605,800,000","-852,300,000","-582,329,000","-934,000","-868,802,000","-88,248,000",,,,,,,,,,,,,,,,,
	PurchaseOfInvestment,"0",,"-7,500,000","0",,"-329,900,000","-15,000,000",,,,"0","0","-176,298,000","-335,016,000","-60,773,000","-157,353,000",,,,,,,,,,,,,
	SaleOfInvestment,,,"0","2,200,000,000","4,500,000",,"81,400,000","8,600,000","0","560,000","0","0","208,097,000","312,521,000","51,492,000","334,465,000","6,300,000",,,,,,,,,,,,
	NetOtherInvestingChanges,"-174,100,000","106,800,000","-21,900,000","72,500,000","285,000,000","1,800,000",,,"-750,000","-10,750,000","-29,262,000","1,115,000","-12,500,000","-1,000,000","-3,000,000","-412,574,000","-19,099,000","-980,000","-398,000","268,000","3,704,000","4,700,000","-3,100,000","-1,800,000","-5,800,000","-32,600,000","500,000","-500,000","-600,000"
	InvestingCashFlow,"-901,000,000","-596,100,000","-126,800,000","2,338,100,000","-175,000,000","-2,646,900,000","-1,704,800,000","-947,800,000","-684,132,000","-110,567,000","-917,976,000","-146,371,000","-121,238,000","-125,434,000","-48,708,000","-649,418,000","-53,154,000","-33,276,000","-13,765,000","-72,536,000","20,526,000","-24,700,000","-88,500,000","-24,800,000","-23,400,000","-71,200,000","-61,800,000","-68,000,000","-60,200,000"
CashFlowFromContinuingFinancingActivities,"108,100,000","1,800,000","-571,900,000","-3,004,700,000","-268,700,000","1,523,900,000","1,028,000,000","577,300,000","458,715,000","-58,790,000","383,303,000","-115,210,000","169,853,000","9,597,000","-77,035,000","583,187,000","1,480,000","-29,828,000","-24,713,000","8,278,000","-132,979,000","40,300,000","53,300,000","-47,600,000","-49,600,000","26,900,000","3,000,000","35,800,000","41,500,000"
	RepaymentOfDebt,"-463,400,000","-476,000,000","-486,900,000","-2,727,100,000","-1,362,300,000","-1,823,500,000","-2,168,500,000","-40,000,000","-612,680,000","-201,230,000","-173,771,000","-45,116,000",,,,,,,,,,,,,,,,,
	CommonStockIssuance,"1,000,000","900,000","1,300,000","700,000","8,300,000","1,043,400,000","9,800,000","10,700,000","11,621,000","14,341,000","21,444,000","10,062,000","32,210,000","15,362,000","8,056,000","7,681,000","12,808,000","7,294,000","11,482,000","7,231,000","105,000","100,000","600,000","200,000","200,000","100,000","1,700,000","6,600,000","122,300,000"
	RepurchaseOfCapitalStock,"0",,"-400,000,000","-191,500,000",,,"-7,500,000","-12,400,000","-8,236,000","-8,308,000","-71,088,000","-62,489,000","-78,164,000","-22,464,000","-28,330,000","-3,021,000","-2,766,000","-33,682,000","-31,923,000","-1,089,000",,"-14,800,000","-30,200,000","-900,000",,,,,
	CashDividendsPaid,"-117,400,000","-112,400,000","-104,900,000","-91,100,000","-83,200,000","-64,800,000","-46,100,000","-33,000,000","-29,021,000","-25,303,000","-22,329,000","-19,957,000","-18,219,000","-16,476,000","-15,613,000","-11,935,000","-9,136,000","-3,484,000",,,,,,,,,,,
	NetOtherFinancingCharges,"-14,500,000","-11,200,000","-12,400,000","-2,500,000","-21,800,000","-83,000,000","-50,300,000","9,600,000","7,796,000","11,710,000","-5,813,000",,"6,603,000","1,470,000","-861,000","-959,000","-128,000","-596,000","234,000",,"52,000",,"400,000","400,000","500,000","600,000","4,100,000","100,000",
	CashFlowFromContinuingFinancingActivities,"108,100,000","1,800,000","-571,900,000","-3,004,700,000","-268,700,000","1,523,900,000","1,028,000,000","577,300,000","458,715,000","-58,790,000","383,303,000","-115,210,000","169,853,000","9,597,000","-77,035,000","583,187,000","1,480,000","-29,828,000","-24,713,000","8,278,000","-132,979,000","40,300,000","53,300,000","-47,600,000","-49,600,000","26,900,000","3,000,000","35,800,000","41,500,000"
ChangeInCashSupplementalAsReported,"-327,500,000","-196,800,000","-127,600,000","56,400,000","204,500,000","-13,900,000","19,600,000","177,400,000","292,385,000","200,339,000","-218,569,000","-2,467,000","288,299,000","11,287,000","2,311,000","8,315,000","67,425,000","17,003,000","65,708,000","3,961,000","5,360,000","200,000","-12,900,000","14,200,000","-100,000","-1,900,000","1,900,000","-300,000","500,000"
BeginningCashPosition,"837,900,000","551,100,000","678,700,000","622,300,000","417,800,000","799,500,000","779,900,000","602,500,000","310,104,000","109,765,000","316,137,000","318,599,000","30,305,000","19,018,000","16,707,000","8,392,000","93,827,000","76,824,000","11,116,000","7,055,000","1,695,000","1,500,000","14,400,000","200,000","300,000","2,200,000","200,000","500,000","0"
EndCashPosition,"510,100,000","354,300,000","551,100,000","678,700,000","622,300,000","785,600,000","799,500,000","779,900,000","602,489,000","310,104,000","97,568,000","316,133,000","318,604,000","30,305,000","19,018,000","16,707,000","161,252,000","93,827,000","76,824,000","11,016,000","7,055,000","1,700,000","0","0","0","0","0","0","0"
FreeCashFlow,"314,700,000","250,100,000","490,400,000","610,300,000","548,700,000","1,061,300,000","521,900,000","449,700,000","393,184,000","274,518,000","258,281,000","199,107,000","191,082,000","24,371,000","90,104,000","45,258,000","90,233,000","47,938,000","76,664,000","41,415,000","103,449,000","-47,700,000","-63,100,000","63,500,000","55,300,000","3,800,000","-1,600,000","-35,600,000","-40,400,000"
	OperatingCashFlow,"465,100,000","387,800,000","593,000,000","698,900,000","654,900,000","1,198,300,000","693,500,000","553,800,000","513,376,000","373,961,000","314,173,000","258,345,000","248,307,000","128,923,000","126,531,000","77,644,000","118,527,000","80,234,000","104,192,000","68,219,000","117,813,000","-15,400,000","22,300,000","86,500,000","72,900,000","42,400,000","60,700,000","31,900,000","19,200,000"
	CapitalExpenditure,"-150,400,000","-137,700,000","-102,600,000","-88,600,000","-106,200,000","-137,000,000","-171,600,000","-104,100,000","-120,192,000","-99,443,000","-55,892,000","-59,238,000","-57,225,000","-104,552,000","-36,427,000","-32,386,000","-28,294,000","-32,296,000","-27,528,000","-26,804,000","-14,364,000","-32,300,000","-85,400,000","-23,000,000","-17,600,000","-38,600,000","-62,300,000","-67,500,000","-59,600,000"
	FreeCashFlow,"314,700,000","250,100,000","490,400,000","610,300,000","548,700,000","1,061,300,000","521,900,000","449,700,000","393,184,000","274,518,000","258,281,000","199,107,000","191,082,000","24,371,000","90,104,000","45,258,000","90,233,000","47,938,000","76,664,000","41,415,000","103,449,000","-47,700,000","-63,100,000","63,500,000","55,300,000","3,800,000","-1,600,000","-35,600,000","-40,400,000"
